"keywordType-place.langfre",createDate,location
"Eygues, Eygues","Dec 16, 2016 @ 16:25:57.000","{
  ""coordinates"": [
    4.9,
    44.2155
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2016 @ 13:17:45.000","{
  ""coordinates"": [
    6.303077,
    45.352085
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2016 @ 11:53:49.000","{
  ""coordinates"": [
    6.316015500000001,
    45.330306
  ],
  ""type"": ""Point""
}"
"-","Dec 14, 2016 @ 11:37:25.000","{
  ""coordinates"": [
    6.308334,
    45.343353
  ],
  ""type"": ""Point""
}"
"Argentina, South America","Dec 5, 2016 @ 18:37:09.000","{
  ""coordinates"": [
    -60.6694085,
    -31.6286045
  ],
  ""type"": ""Point""
}"
"Argentina, South America","Dec 5, 2016 @ 18:21:27.000","{
  ""coordinates"": [
    -60.6789165,
    -31.629440000000002
  ],
  ""type"": ""Point""
}"
"Argentina, South America","Dec 5, 2016 @ 18:08:07.000","{
  ""coordinates"": [
    -60.6796075,
    -31.618657499999998
  ],
  ""type"": ""Point""
}"
"South America, Argentina","Dec 5, 2016 @ 15:24:45.000","{
  ""coordinates"": [
    -60.673161500000006,
    -31.628452000000003
  ],
  ""type"": ""Point""
}"
"South America, Argentina","Dec 5, 2016 @ 14:30:54.000","{
  ""coordinates"": [
    -60.7023155,
    -31.6247105
  ],
  ""type"": ""Point""
}"
"-","Dec 2, 2016 @ 14:23:45.000","{
  ""coordinates"": [
    6.1782070000000004,
    46.159338500000004
  ],
  ""type"": ""Point""
}"
"-","Nov 30, 2016 @ 13:08:31.000","{
  ""coordinates"": [
    3.8282774999999996,
    44.231139999999996
  ],
  ""type"": ""Point""
}"
"-","Nov 24, 2016 @ 17:26:35.000","{
  ""coordinates"": [
    4.9365235,
    44.007251
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Nov 18, 2016 @ 11:12:49.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Rhône, Péage-de-Roussillon, Montélimar","Nov 16, 2016 @ 09:50:42.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    4.7302105,
    44.701378000000005
  ],
  ""type"": ""Point""
}"
"-","Nov 14, 2016 @ 19:23:27.000","{
  ""coordinates"": [
    5.621338,
    44.643995000000004
  ],
  ""type"": ""Point""
}"
"-","Nov 14, 2016 @ 19:15:34.000","{
  ""coordinates"": [
    5.7916265,
    44.609322
  ],
  ""type"": ""Point""
}"
"-","Nov 14, 2016 @ 19:07:29.000","{
  ""coordinates"": [
    5.659789999999999,
    44.644701999999995
  ],
  ""type"": ""Point""
}"
drome,"Nov 14, 2016 @ 18:47:19.000","{
  ""coordinates"": [
    5.2908325000000005,
    44.641021499999994
  ],
  ""type"": ""Point""
}"
"Argentina, South America","Nov 14, 2016 @ 14:57:22.000","{
  ""coordinates"": [
    -60.6789795,
    -31.6287655
  ],
  ""type"": ""Point""
}"
"Argentina, South America","Nov 14, 2016 @ 12:57:32.000","{
  ""coordinates"": [
    -60.7316405,
    -31.612876999999997
  ],
  ""type"": ""Point""
}"
"Rhône, Profil en long, Topographie, Lyon à Donzère-Mondragon","Nov 9, 2016 @ 11:30:30.000","{
  ""coordinates"": [
    4.8646705,
    44.959360000000004
  ],
  ""type"": ""Point""
}"
"Rhône, OSR, Vieux-Rhône de Brégnier-Cordon à Donzère-Mondragon","Nov 8, 2016 @ 16:36:31.000","{
  ""coordinates"": [
    5.1767335,
    45.043315
  ],
  ""type"": ""Point""
}"
"Cèze, Ardèche, Gardons","Nov 8, 2016 @ 11:49:20.000","{
  ""coordinates"": [
    4.295654,
    44.633451
  ],
  ""type"": ""Point""
}"
"Argentina, South America","Nov 7, 2016 @ 12:47:55.000","{
  ""coordinates"": [
    -60.678734,
    -31.628795500000003
  ],
  ""type"": ""Point""
}"
"-","Nov 3, 2016 @ 14:45:47.000","{
  ""coordinates"": [
    -1.2016295,
    48.5847355
  ],
  ""type"": ""Point""
}"
Argentina,"Nov 3, 2016 @ 14:45:36.000","{
  ""coordinates"": [
    -60.829305500000004,
    -31.691944499999998
  ],
  ""type"": ""Point""
}"
Argentina,"Nov 3, 2016 @ 13:45:38.000","{
  ""coordinates"": [
    -60.7026945,
    -31.623737
  ],
  ""type"": ""Point""
}"
"Morbihan, Naizin, Kervidy","Nov 3, 2016 @ 11:18:08.000","{
  ""coordinates"": [
    -2.83608,
    48.0155375
  ],
  ""type"": ""Point""
}"
"Morbihan, Naizin, Kervidy","Nov 3, 2016 @ 11:17:01.000","{
  ""coordinates"": [
    -2.83638,
    48.01428249999999
  ],
  ""type"": ""Point""
}"
"Morbihan, Naizin, Kervidy","Nov 3, 2016 @ 11:13:00.000","{
  ""coordinates"": [
    -2.835985,
    48.0149475
  ],
  ""type"": ""Point""
}"
"Côtes-d'Armor, Finistère, Ille-Et-Vilaine, Morbihan","Nov 3, 2016 @ 10:18:16.000","{
  ""coordinates"": [
    -3.214111,
    48.021972500000004
  ],
  ""type"": ""Point""
}"
"-","Nov 2, 2016 @ 10:40:40.000","{
  ""coordinates"": [
    5.269546500000001,
    45.9730335
  ],
  ""type"": ""Point""
}"
"MES, Turbidité, Arvan, Arc, Débits, Flux, Saint Jean d'Arves, Saint Jean de Maurienne","Oct 31, 2016 @ 15:36:39.000","{
  ""coordinates"": [
    6.2720635,
    45.2011205
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    6.3554335,
    45.2763815
  ],
  ""type"": ""Point""
}"
"Alpes, Crolles, Marais de Montfort","Oct 26, 2016 @ 16:47:47.000","{
  ""coordinates"": [
    5.767136,
    45.176182499999996
  ],
  ""type"": ""Point""
}"
"Caractéristiques géographiques météorologiques, Hydrographie, Kerbernez","Oct 24, 2016 @ 17:25:31.000","{
  ""coordinates"": [
    -4.12829,
    47.945961499999996
  ],
  ""type"": ""Point""
}"
"Finistère, Occupation du Sol","Oct 24, 2016 @ 12:42:46.000","{
  ""coordinates"": [
    -4.1266300000000005,
    47.94645
  ],
  ""type"": ""Point""
}"
"Finistère, Kerbernez","Oct 24, 2016 @ 12:40:07.000","{
  ""coordinates"": [
    -4.12834,
    47.9441205
  ],
  ""type"": ""Point""
}"
"Bléone, Mirabeau","Oct 21, 2016 @ 17:16:01.000","{
  ""coordinates"": [
    6.0675,
    44.0375
  ],
  ""type"": ""Point""
}"
"Drac Noir, Orcières","Oct 21, 2016 @ 16:54:04.000","{
  ""coordinates"": [
    6.2985,
    44.6795
  ],
  ""type"": ""Point""
}"
"Bez, Menglon","Oct 21, 2016 @ 16:18:46.000","{
  ""coordinates"": [
    5.427,
    44.6785
  ],
  ""type"": ""Point""
}"
"Drôme, Réserve Naturelle des Ramières","Oct 21, 2016 @ 14:14:09.000","{
  ""coordinates"": [
    4.95,
    44.7395
  ],
  ""type"": ""Point""
}"
"Ain, Basse vallée de l'Ain.","Oct 19, 2016 @ 11:29:22.000","{
  ""coordinates"": [
    5.285,
    45.93
  ],
  ""type"": ""Point""
}"
"Rhône, OSR, Rhône méridional et affluents.","Oct 17, 2016 @ 12:56:28.000","{
  ""coordinates"": [
    4.707471,
    43.838401000000005
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Oct 11, 2016 @ 10:32:30.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français","Oct 11, 2016 @ 10:08:30.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"-","Oct 7, 2016 @ 11:41:25.000","{
  ""coordinates"": [
    4.790039,
    44.6774035
  ],
  ""type"": ""Point""
}"
"-","Oct 4, 2016 @ 14:29:23.000","{
  ""coordinates"": [
    6.285,
    45.605
  ],
  ""type"": ""Point""
}"
"-","Oct 3, 2016 @ 10:25:49.000","{
  ""coordinates"": [
    5.449215,
    44.851380000000006
  ],
  ""type"": ""Point""
}"
"Ain, Basse vallée de l'Ain.","Sep 21, 2016 @ 11:16:17.000","{
  ""coordinates"": [
    5.285,
    45.9465
  ],
  ""type"": ""Point""
}"
"Rhône, Cours du Rhône français.","Sep 21, 2016 @ 10:05:55.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"France, BRETAGNE","Sep 21, 2016 @ 10:02:44.000","{
  ""coordinates"": [
    -1.674288,
    48.1238355
  ],
  ""type"": ""Point""
}"
"Rhône, Péage-de-Roussillon","Sep 20, 2016 @ 15:34:46.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}"
"Rhône, Vieux-Rhône du Péage de Roussillon","Sep 20, 2016 @ 15:21:26.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}"
"Rhône, Vieux-Rhône du Péage de Roussillon","Sep 20, 2016 @ 15:18:41.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}"
"Pontamafrey, Chamousset","Sep 20, 2016 @ 09:19:41.000","{
  ""coordinates"": [
    6.353867,
    45.296988
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    6.2059375,
    45.5625765
  ],
  ""type"": ""Point""
}"
"Ain, Priay à Chazey-sur-Ain.","Sep 19, 2016 @ 18:18:54.000","{
  ""coordinates"": [
    5.255,
    45.951
  ],
  ""type"": ""Point""
}"
"Les grands lacs peri-alpins :
Lac Léman
Lac d'Annecy
Lac du Bourget","Sep 16, 2016 @ 14:29:58.000","{
  ""coordinates"": [
    6.3729645,
    46.103184
  ],
  ""type"": ""Point""
}"
France,"Sep 9, 2016 @ 14:54:14.000","-"
"-","Sep 6, 2016 @ 10:01:16.000","{
  ""coordinates"": [
    3.8376475,
    44.1061695
  ],
  ""type"": ""Point""
}"
"-","Sep 6, 2016 @ 09:56:11.000","{
  ""coordinates"": [
    4.1771505,
    43.957452
  ],
  ""type"": ""Point""
}"
"-","Sep 6, 2016 @ 09:30:12.000","{
  ""coordinates"": [
    4.1457654999999995,
    44.142859
  ],
  ""type"": ""Point""
}"
"Yzeron, Yzeron, secteur Oullins.","Sep 5, 2016 @ 17:47:11.000","{
  ""coordinates"": [
    4.803772,
    45.7196785
  ],
  ""type"": ""Point""
}"
"Yzeron, Yzeron, secteur Oullins.","Sep 5, 2016 @ 17:42:35.000","{
  ""coordinates"": [
    4.803772,
    45.7196785
  ],
  ""type"": ""Point""
}"
"Yzeron, Yzeron, secteur Oullins","Sep 5, 2016 @ 17:16:32.000","{
  ""coordinates"": [
    4.803772,
    45.7196785
  ],
  ""type"": ""Point""
}"
"-","Sep 5, 2016 @ 17:03:26.000","{
  ""coordinates"": [
    3.8875919999999997,
    44.0427485
  ],
  ""type"": ""Point""
}"
"Ain, Basse vallée de l'Ain.","Sep 2, 2016 @ 16:15:00.000","{
  ""coordinates"": [
    5.285,
    45.9465
  ],
  ""type"": ""Point""
}"
"-","Sep 2, 2016 @ 14:49:55.000","-"
"ZABRI, France, PAYS-DE-LA-LOIRE, BRETAGNE, POITOU-CHARENTE","Aug 30, 2016 @ 16:21:54.000","{
  ""coordinates"": [
    -2.8271505,
    47.0253555
  ],
  ""type"": ""Point""
}"
"-","Aug 19, 2016 @ 11:01:14.000","{
  ""coordinates"": [
    5.806274,
    45.9509175
  ],
  ""type"": ""Point""
}"
"-","Aug 17, 2016 @ 10:41:32.000","{
  ""coordinates"": [
    4.790039,
    44.6774035
  ],
  ""type"": ""Point""
}"
"Cèze","Aug 10, 2016 @ 09:59:23.000","{
  ""coordinates"": [
    4.3750765,
    44.265823
  ],
  ""type"": ""Point""
}"
"Cèze","Aug 9, 2016 @ 16:27:08.000","{
  ""coordinates"": [
    4.3750765,
    44.265823
  ],
  ""type"": ""Point""
}"
"Cèze","Aug 9, 2016 @ 11:27:45.000","{
  ""coordinates"": [
    4.3750765,
    44.265823
  ],
  ""type"": ""Point""
}"
"Cèze","Aug 9, 2016 @ 10:37:05.000","{
  ""coordinates"": [
    4.3750765,
    44.265823
  ],
  ""type"": ""Point""
}"
"-","Aug 8, 2016 @ 15:51:57.000","{
  ""coordinates"": [
    -0.741577,
    48.6290365
  ],
  ""type"": ""Point""
}"
"-","Aug 8, 2016 @ 15:40:28.000","{
  ""coordinates"": [
    -1.1618045000000001,
    48.676372
  ],
  ""type"": ""Point""
}"
"-","Aug 8, 2016 @ 14:59:22.000","{
  ""coordinates"": [
    -1.565208,
    48.5463465
  ],
  ""type"": ""Point""
}"
"Cèze","Aug 5, 2016 @ 15:46:56.000","{
  ""coordinates"": [
    4.3750765,
    44.265823
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 4, 2016 @ 14:16:54.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 4, 2016 @ 13:26:08.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 4, 2016 @ 12:05:06.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 4, 2016 @ 10:21:19.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 17:15:15.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 17:08:22.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 16:47:04.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 15:35:35.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 15:03:34.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 14:43:50.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 2, 2016 @ 14:02:27.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Aug 1, 2016 @ 16:02:18.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"Bassin du Rhône, Péage-de-Roussillon, Donzère-Mondragon.","Aug 1, 2016 @ 11:59:50.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    4.7125415,
    44.334519
  ],
  ""type"": ""Point""
}"
"Bassin du Rhône, Péage-de-Roussillon, Donzère-Mondragon.","Aug 1, 2016 @ 11:47:29.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    4.7125415,
    44.334519
  ],
  ""type"": ""Point""
}"
"Rhône, Péage-de-Roussillon, Donzère-Mondragon.","Aug 1, 2016 @ 11:27:38.000","{
  ""coordinates"": [
    4.783291999999999,
    45.390976499999994
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    4.7125415,
    44.334519
  ],
  ""type"": ""Point""
}"
"Ain, Basse vallée de l'Ain.","Jul 28, 2016 @ 17:10:53.000","{
  ""coordinates"": [
    5.285,
    45.9465
  ],
  ""type"": ""Point""
}"
"Ain, Basse vallée de l'Ain.","Jul 28, 2016 @ 16:55:40.000","{
  ""coordinates"": [
    5.285,
    45.9465
  ],
  ""type"": ""Point""
}"
"Ain, Basse vallée de l'Ain.","Jul 28, 2016 @ 16:03:14.000","{
  ""coordinates"": [
    5.285,
    45.9465
  ],
  ""type"": ""Point""
}"
"Ain, Haute vallée de l'Ain.","Jul 28, 2016 @ 15:39:49.000","{
  ""coordinates"": [
    5.703621,
    46.598249
  ],
  ""type"": ""Point""
}"
"Ain, Haute vallée de l'Ain.","Jul 28, 2016 @ 15:16:20.000","{
  ""coordinates"": [
    5.703621,
    46.598249
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 28, 2016 @ 14:47:23.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 28, 2016 @ 14:28:42.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 28, 2016 @ 14:12:14.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 28, 2016 @ 11:39:40.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 28, 2016 @ 11:16:50.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 28, 2016 @ 09:59:00.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Jul 27, 2016 @ 15:42:26.000","-"
"-","Jul 27, 2016 @ 15:29:24.000","-"
"-","Jul 27, 2016 @ 08:49:52.000","-"
Maroc,"Jul 26, 2016 @ 12:29:55.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 22, 2016 @ 15:00:25.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Jul 22, 2016 @ 11:11:29.000","{
  ""coordinates"": [
    5.184585500000001,
    45.8999625
  ],
  ""type"": ""Point""
}"
"-","Jul 22, 2016 @ 10:59:21.000","{
  ""coordinates"": [
    5.5262605,
    45.716153
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 22, 2016 @ 10:39:26.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2016 @ 12:56:35.000","{
  ""coordinates"": [
    4.659618999999999,
    46.157272500000005
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2016 @ 12:47:43.000","{
  ""coordinates"": [
    4.711847000000001,
    46.127746
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2016 @ 12:37:45.000","{
  ""coordinates"": [
    4.6824075,
    46.1244145
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2016 @ 12:01:18.000","{
  ""coordinates"": [
    4.536667,
    46.1868425
  ],
  ""type"": ""Point""
}"
"-","Jul 18, 2016 @ 11:01:36.000","{
  ""coordinates"": [
    4.6964405,
    46.129977
  ],
  ""type"": ""Point""
}"
"-","Jul 13, 2016 @ 18:57:49.000","{
  ""coordinates"": [
    4.649062,
    46.16937
  ],
  ""type"": ""Point""
}"
"-","Jul 13, 2016 @ 15:37:06.000","{
  ""coordinates"": [
    4.781971,
    45.77691
  ],
  ""type"": ""Point""
}"
"-","Jul 13, 2016 @ 14:54:41.000","{
  ""coordinates"": [
    4.691076,
    45.746545999999995
  ],
  ""type"": ""Point""
}"
World,"Jul 13, 2016 @ 13:42:40.000","{
  ""coordinates"": [
    -1.05,
    46.32
  ],
  ""type"": ""Point""
}"
World,"Jul 13, 2016 @ 11:32:45.000","{
  ""coordinates"": [
    -1.03,
    46.35
  ],
  ""type"": ""Point""
}"
World,"Jul 13, 2016 @ 11:22:07.000","{
  ""coordinates"": [
    -1.38285,
    46.546499999999995
  ],
  ""type"": ""Point""
}"
World,"Jul 13, 2016 @ 11:11:53.000","{
  ""coordinates"": [
    -1.38285,
    46.546499999999995
  ],
  ""type"": ""Point""
}"
"-","Jul 12, 2016 @ 12:08:44.000","{
  ""coordinates"": [
    4.7598265,
    45.606204500000004
  ],
  ""type"": ""Point""
}"
"-","Jul 12, 2016 @ 11:26:18.000","{
  ""coordinates"": [
    4.5043945,
    43.625832
  ],
  ""type"": ""Point""
}"
"-","Jul 12, 2016 @ 10:44:54.000","{
  ""coordinates"": [
    4.627991,
    45.5428675
  ],
  ""type"": ""Point""
}"
"-","Jul 11, 2016 @ 19:01:22.000","{
  ""coordinates"": [
    5.789838,
    45.178331
  ],
  ""type"": ""Point""
}"
"-","Jul 11, 2016 @ 18:50:21.000","{
  ""coordinates"": [
    5.770011,
    45.198127
  ],
  ""type"": ""Point""
}"
"-","Jul 11, 2016 @ 17:25:55.000","{
  ""coordinates"": [
    5.698557,
    45.121506499999995
  ],
  ""type"": ""Point""
}"
"-","Jul 11, 2016 @ 16:15:59.000","{
  ""coordinates"": [
    5.6246565,
    45.2719865
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 11, 2016 @ 16:09:46.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Jul 11, 2016 @ 12:48:18.000","-"
"-","Jul 11, 2016 @ 09:57:34.000","{
  ""coordinates"": [
    5.5677795,
    45.714697
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 8, 2016 @ 18:12:44.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 8, 2016 @ 18:09:03.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 8, 2016 @ 17:29:51.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 8, 2016 @ 17:24:20.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 8, 2016 @ 14:59:05.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 8, 2016 @ 10:43:00.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Jul 7, 2016 @ 09:41:48.000","{
  ""coordinates"": [
    5.972168,
    43.887894
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 15:30:01.000","{
  ""coordinates"": [
    5.394287,
    45.228404499999996
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 15:17:32.000","{
  ""coordinates"": [
    5.7458495,
    45.7124815
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 14:42:28.000","{
  ""coordinates"": [
    5.8776855,
    44.5154505
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 11:54:21.000","{
  ""coordinates"": [
    5.1635740000000006,
    45.5896085
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 11:43:21.000","{
  ""coordinates"": [
    -1.5751650000000001,
    48.513841
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 10:49:02.000","{
  ""coordinates"": [
    -1.8493655,
    48.2949375
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 10:42:23.000","{
  ""coordinates"": [
    -1.65802,
    48.109708
  ],
  ""type"": ""Point""
}"
Prairies,"Jul 6, 2016 @ 10:42:13.000","{
  ""coordinates"": [
    -1.585007,
    48.4600765
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 10:41:41.000","{
  ""coordinates"": [
    -1.5787594999999999,
    48.51378
  ],
  ""type"": ""Point""
}"
"Pleine-Fougères","Jul 6, 2016 @ 10:41:41.000","{
  ""coordinates"": [
    -1.622543,
    48.457867500000006
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 10:41:30.000","{
  ""coordinates"": [
    -1.5751650000000001,
    48.513841
  ],
  ""type"": ""Point""
}"
"-","Jul 6, 2016 @ 10:41:29.000","{
  ""coordinates"": [
    -1.75,
    48.25
  ],
  ""type"": ""Point""
}"
Rennes,"Jul 6, 2016 @ 10:41:28.000","{
  ""coordinates"": [
    -1.6660195,
    48.1110685
  ],
  ""type"": ""Point""
}"
"-","Jul 5, 2016 @ 16:38:19.000","{
  ""coordinates"": [
    5.5691524999999995,
    44.568757500000004
  ],
  ""type"": ""Point""
}"
Maroc,"Jul 5, 2016 @ 16:27:05.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Jul 5, 2016 @ 16:18:43.000","{
  ""coordinates"": [
    5.4364015000000006,
    44.613903
  ],
  ""type"": ""Point""
}"
"-","Jul 5, 2016 @ 15:39:26.000","{
  ""coordinates"": [
    5.3730725,
    44.710329
  ],
  ""type"": ""Point""
}"
