"keywordType-place.langfre",createDate,location
"Zone Atelier Armorique ZAAr","Jun 29, 2018 @ 09:34:34.000","{
  ""coordinates"": [
    -1.5081,
    48.516099999999994
  ],
  ""type"": ""Point""
}"
"données ouvertes, Zone Atelier Armorique ZAAr","Jun 29, 2018 @ 09:32:17.000","{
  ""coordinates"": [
    -1.7247,
    48.087050000000005
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 29, 2018 @ 09:32:09.000","{
  ""coordinates"": [
    -1.54355,
    48.5184
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 29, 2018 @ 09:31:15.000","{
  ""coordinates"": [
    -1.3726,
    48.4484
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 29, 2018 @ 09:29:48.000","{
  ""coordinates"": [
    -1.67405,
    48.1166
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 22, 2018 @ 14:10:17.000","{
  ""coordinates"": [
    -1.6199999999999999,
    47.965
  ],
  ""type"": ""Point""
}"
"alpes, vercors, reserve naturelle des hauts plateaux du Vercors","Jun 21, 2018 @ 17:11:53.000","{
  ""coordinates"": [
    6.6796880000000005,
    44.121094
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 20, 2018 @ 14:37:09.000","{
  ""coordinates"": [
    -1.6199999999999999,
    47.965
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 19, 2018 @ 15:10:27.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jun 11, 2018 @ 16:09:28.000","{
  ""coordinates"": [
    -1.6686,
    48.1101
  ],
  ""type"": ""Point""
}"
"Alpes, Vanoise, Ecrins","Jun 11, 2018 @ 15:20:45.000","{
  ""coordinates"": [
    6.5844725,
    45.116040999999996
  ],
  ""type"": ""Point""
}"
"-","Jun 7, 2018 @ 11:20:22.000","-"
"France, Normandie","Jun 7, 2018 @ 10:12:14.000","{
  ""coordinates"": [
    -0.055858500000000005,
    49.3081125
  ],
  ""type"": ""Point""
}"
Bretagne,"Jun 7, 2018 @ 10:07:53.000","{
  ""coordinates"": [
    76.5878125,
    11.7704105
  ],
  ""type"": ""Point""
}"
"Pays, France, Europe, Normandie","Jun 7, 2018 @ 09:59:53.000","{
  ""coordinates"": [
    -0.4393435,
    48.981044499999996
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -2.9715000000000025,
    14.858500000000001
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    15.850000000000001,
    58.35
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.24950000000000006,
    49.1755
  ],
  ""type"": ""Point""
}"
"-","May 29, 2018 @ 14:44:04.000","-"
"-","May 29, 2018 @ 14:20:24.000","{
  ""coordinates"": [
    6.14135,
    43.933350000000004
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Pierre-Bénite, Péage-de-Roussillon, Montélimar, Donzère-Mondragon","May 3, 2018 @ 11:53:18.000","{
  ""coordinates"": [
    4.771551499999999,
    44.947706499999995
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Pierre-Bénite, Péage-de-Roussillon, Montélimar, Donzère-Mondragon, Baix-le-Logis-Neuf.","May 3, 2018 @ 10:23:57.000","{
  ""coordinates"": [
    4.771551499999999,
    44.947706499999995
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Apr 24, 2018 @ 10:27:20.000","{
  ""coordinates"": [
    -1.6637,
    48.096000000000004
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Apr 24, 2018 @ 10:17:20.000","{
  ""coordinates"": [
    -1.6540499999999998,
    48.48885
  ],
  ""type"": ""Point""
}"
"-","Apr 24, 2018 @ 00:00:00.000","-"
"Belley à Bourg-Saint-Andéol","Apr 20, 2018 @ 12:14:34.000","{
  ""coordinates"": [
    5.141,
    45.134
  ],
  ""type"": ""Point""
}"
"France, Normandie","Apr 19, 2018 @ 18:10:18.000","{
  ""coordinates"": [
    -1.384277,
    48.736900000000006
  ],
  ""type"": ""Point""
}"
"-","Apr 18, 2018 @ 00:00:00.000","-"
"-","Apr 18, 2018 @ 00:00:00.000","-"
"-","Apr 18, 2018 @ 00:00:00.000","-"
"-","Apr 18, 2018 @ 00:00:00.000","-"
"-","Apr 16, 2018 @ 07:28:47.000","{
  ""coordinates"": [
    5.7268,
    44.661
  ],
  ""type"": ""Point""
}"
"RHONE-ALPES","Apr 4, 2018 @ 17:56:31.000","{
  ""coordinates"": [
    6.0585195,
    45.519329
  ],
  ""type"": ""Point""
}"
"Série temporelle sur la Bretagne","Apr 3, 2018 @ 12:07:45.000","{
  ""coordinates"": [
    -3,
    48
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 11:45:41.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 11:08:23.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:59:00.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:56:21.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:51:53.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:49:09.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:44:50.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:29:19.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:20:50.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:13:58.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:09:37.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 10:00:41.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 27, 2018 @ 09:55:39.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 26, 2018 @ 18:54:05.000","{
  ""coordinates"": [
    -4.04495,
    48.077799999999996
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 26, 2018 @ 18:38:07.000","{
  ""coordinates"": [
    -3.565254,
    48.6033785
  ],
  ""type"": ""Point""
}"
"France, PAYS-DE-LA-LOIRE","Mar 26, 2018 @ 18:02:52.000","{
  ""coordinates"": [
    -1.8813499999999999,
    46.6635
  ],
  ""type"": ""Point""
}"
"France, PAYS-DE-LA-LOIRE","Mar 26, 2018 @ 17:50:37.000","{
  ""coordinates"": [
    -1.8813499999999999,
    46.6635
  ],
  ""type"": ""Point""
}"
"France, NOUVELLE AQUITAINE","Mar 26, 2018 @ 17:31:27.000","{
  ""coordinates"": [
    0.4052,
    45.47845
  ],
  ""type"": ""Point""
}"
"France, NOUVELLE AQUITAINE","Mar 26, 2018 @ 17:10:42.000","{
  ""coordinates"": [
    0.4052,
    45.47845
  ],
  ""type"": ""Point""
}"
Continents,"Mar 26, 2018 @ 17:01:16.000","{
  ""coordinates"": [
    -8.024999500000003,
    3.965
  ],
  ""type"": ""Point""
}"
"France, AQUITAINE","Mar 26, 2018 @ 16:53:51.000","{
  ""coordinates"": [
    0.4052,
    45.47845
  ],
  ""type"": ""Point""
}"
"Gabon, Bretagne","Mar 26, 2018 @ 16:40:17.000","{
  ""coordinates"": [
    11.56565,
    -0.57865
  ],
  ""type"": ""Point""
}"
"France, NOUVELLE AQUITAINE","Mar 26, 2018 @ 16:37:13.000","{
  ""coordinates"": [
    0.4052,
    45.47845
  ],
  ""type"": ""Point""
}"
"France, CENTRE-VAL DE LOIRE, Bretagne","Mar 26, 2018 @ 15:47:12.000","{
  ""coordinates"": [
    1.76,
    48.205
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 26, 2018 @ 15:23:46.000","{
  ""coordinates"": [
    1.88597,
    46.227999999999994
  ],
  ""type"": ""Point""
}"
"France, Pays","Mar 26, 2018 @ 14:31:29.000","{
  ""coordinates"": [
    0.4052,
    45.47845
  ],
  ""type"": ""Point""
}"
"France, Normandie","Mar 26, 2018 @ 14:05:24.000","{
  ""coordinates"": [
    -2.845459,
    48.0755365
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Mar 15, 2018 @ 16:59:05.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Mar 15, 2018 @ 16:54:36.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Mar 15, 2018 @ 16:41:07.000","{
  ""coordinates"": [
    -1.591735,
    48.5403695
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Mar 15, 2018 @ 16:39:05.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Mar 15, 2018 @ 16:32:16.000","{
  ""coordinates"": [
    -1.6244715,
    48.479231
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Mar 15, 2018 @ 16:03:51.000","{
  ""coordinates"": [
    -1.59355,
    48.50555
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Mar 1, 2018 @ 18:35:48.000","{
  ""coordinates"": [
    -3.084167,
    48.0791625
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 16:49:37.000","{
  ""coordinates"": [
    -2.845459,
    48.0755365
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 16:46:53.000","{
  ""coordinates"": [
    -1.1233520000000001,
    49.328008499999996
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 16:41:37.000","{
  ""coordinates"": [
    -2.072296,
    47.279692
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 16:17:29.000","{
  ""coordinates"": [
    -1.62323,
    48.2569015
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 15:55:39.000","{
  ""coordinates"": [
    -1.62323,
    48.2569015
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 15:47:36.000","{
  ""coordinates"": [
    -1.384277,
    48.736900000000006
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 15:32:30.000","{
  ""coordinates"": [
    -2.7877805,
    47.6085815
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 23, 2018 @ 15:23:32.000","{
  ""coordinates"": [
    -1.7358395,
    47.700868
  ],
  ""type"": ""Point""
}"
Gabon,"Feb 23, 2018 @ 15:15:23.000","{
  ""coordinates"": [
    11.5973,
    -0.8072000000000001
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 22, 2018 @ 13:58:27.000","{
  ""coordinates"": [
    -0.399628,
    49.36679650000001
  ],
  ""type"": ""Point""
}"
"France, Normandie","Feb 22, 2018 @ 11:38:24.000","{
  ""coordinates"": [
    -1.1398315,
    49.7526285
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Feb 22, 2018 @ 11:12:26.000","{
  ""coordinates"": [
    0.4400495,
    45.431092500000005
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Feb 22, 2018 @ 09:38:10.000","{
  ""coordinates"": [
    0.4400405,
    45.431122
  ],
  ""type"": ""Point""
}"
"Pays de Bitche, OHM Pays de Bitche, Pays de Bitche et 5 km autour","Feb 20, 2018 @ 14:15:42.000","{
  ""coordinates"": [
    7.394360000000001,
    49.05845
  ],
  ""type"": ""Point""
}"
"-","Feb 6, 2018 @ 13:45:11.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"ZABRI, France, Bretagne","Feb 6, 2018 @ 11:58:55.000","{
  ""coordinates"": [
    -4.291629,
    48.3463775
  ],
  ""type"": ""Point""
}"
"alpes, vercors","Jan 31, 2018 @ 14:41:06.000","{
  ""coordinates"": [
    7.03125,
    44.648437
  ],
  ""type"": ""Point""
}"
"alpes, vercors","Jan 31, 2018 @ 14:40:08.000","{
  ""coordinates"": [
    7.03125,
    44.648437
  ],
  ""type"": ""Point""
}"
"alpes, vercors, reserve naturelle des hauts plateaux du Vercors","Jan 31, 2018 @ 14:38:37.000","{
  ""coordinates"": [
    6.6796880000000005,
    44.121094
  ],
  ""type"": ""Point""
}"
"alpes, vercors, reserve naturelle des hauts plateaux du Vercors","Jan 31, 2018 @ 14:36:11.000","{
  ""coordinates"": [
    6.6796880000000005,
    44.121094
  ],
  ""type"": ""Point""
}"
"alpes, vercors, reserve naturelle des hauts plateaux du Vercors","Jan 31, 2018 @ 14:35:16.000","{
  ""coordinates"": [
    6.6796880000000005,
    44.121094
  ],
  ""type"": ""Point""
}"
Alpes,"Jan 31, 2018 @ 13:54:59.000","{
  ""coordinates"": [
    6.2915035,
    44.6761075
  ],
  ""type"": ""Point""
}"
Alpes,"Jan 31, 2018 @ 13:52:11.000","{
  ""coordinates"": [
    6.2915035,
    44.6761075
  ],
  ""type"": ""Point""
}"
"-","Jan 31, 2018 @ 12:58:53.000","{
  ""coordinates"": [
    9.9316405,
    45.516357
  ],
  ""type"": ""Point""
}"
"-","Jan 30, 2018 @ 19:05:25.000","{
  ""coordinates"": [
    10.0195315,
    45.684588000000005
  ],
  ""type"": ""Point""
}"
"-","Jan 25, 2018 @ 09:33:43.000","{
  ""coordinates"": [
    11.267613,
    45.71997
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jan 11, 2018 @ 17:05:46.000","{
  ""coordinates"": [
    -1.6163,
    48.171499999999995
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jan 11, 2018 @ 16:13:59.000","{
  ""coordinates"": [
    -1.71585,
    48.0393
  ],
  ""type"": ""Point""
}"
"-","Jan 11, 2018 @ 11:54:14.000","{
  ""coordinates"": [
    5.7268,
    44.661
  ],
  ""type"": ""Point""
}"
"Pleine Fougères","Jan 10, 2018 @ 11:01:18.000","{
  ""coordinates"": [
    -1.5465175,
    48.507279499999996
  ],
  ""type"": ""Point""
}"
"-","Jan 9, 2018 @ 10:35:12.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"-","Jan 9, 2018 @ 10:28:01.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"-","Nov 29, 2017 @ 15:03:15.000","{
  ""coordinates"": [
    6.4275815000000005,
    45.005404
  ],
  ""type"": ""Point""
}"
"-","Nov 29, 2017 @ 14:42:15.000","{
  ""coordinates"": [
    -2.5927735,
    48.1685885
  ],
  ""type"": ""Point""
}"
"-","Nov 27, 2017 @ 10:25:19.000","{
  ""coordinates"": [
    11.267613,
    45.71997
  ],
  ""type"": ""Point""
}"
"-","Nov 27, 2017 @ 09:46:19.000","{
  ""coordinates"": [
    11.267613,
    45.71997
  ],
  ""type"": ""Point""
}"
"Sénégal","Nov 13, 2017 @ 11:24:17.000","{
  ""coordinates"": [
    -14.3560865,
    15.2278425
  ],
  ""type"": ""Point""
}"
"-","Nov 8, 2017 @ 11:03:20.000","{
  ""coordinates"": [
    -0.5327999999999999,
    48.621449999999996
  ],
  ""type"": ""Point""
}"
"Caractéristiques géographiques météorologiques, Hydrographie, pro, efele","Oct 26, 2017 @ 10:31:47.000","{
  ""coordinates"": [
    -1.855,
    48.105000000000004
  ],
  ""type"": ""Point""
}"
"-","Oct 10, 2017 @ 20:12:19.000","{
  ""coordinates"": [
    6.33915,
    45.069900000000004
  ],
  ""type"": ""Point""
}"
"France, Bretagne","Oct 4, 2017 @ 10:18:01.000","{
  ""coordinates"": [
    -5.0875,
    48.459615
  ],
  ""type"": ""Point""
}"
"Série temporelle sur la Bretagne","Sep 6, 2017 @ 12:33:02.000","{
  ""coordinates"": [
    -3,
    48
  ],
  ""type"": ""Point""
}"
"Série temporelle sur la Bretagne","Sep 6, 2017 @ 12:32:28.000","{
  ""coordinates"": [
    -3,
    48
  ],
  ""type"": ""Point""
}"
"Pierre-Bénite","Sep 4, 2017 @ 14:21:34.000","{
  ""coordinates"": [
    4.840863,
    45.6521975
  ],
  ""type"": ""Point""
}"
"Pierre-Bénite","Sep 4, 2017 @ 14:10:20.000","{
  ""coordinates"": [
    4.840863,
    45.6521975
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Aug 28, 2017 @ 10:13:42.000","{
  ""coordinates"": [
    -1.57105,
    48.4865
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique","Aug 28, 2017 @ 09:51:05.000","{
  ""coordinates"": [
    -1.5865,
    48.4981
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique (Bassin versant du Haut Couesnon)","Aug 28, 2017 @ 09:49:43.000","{
  ""coordinates"": [
    -1.5865,
    48.4981
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Aug 18, 2017 @ 16:58:55.000","{
  ""coordinates"": [
    -0.6353500000000001,
    47.324299999999994
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Aug 18, 2017 @ 15:24:10.000","{
  ""coordinates"": [
    -1.57105,
    48.4865
  ],
  ""type"": ""Point""
}"
France,"Jul 20, 2017 @ 13:45:28.000","{
  ""coordinates"": [
    -61.538715499999995,
    16.231320500000002
  ],
  ""type"": ""Point""
}"
"Zone Atelier Armorique ZAAr","Jul 11, 2017 @ 09:30:02.000","{
  ""coordinates"": [
    -1.55745,
    48.49565
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Pierre-Bénite, Péage-de-Roussillon, Montélimar, Donzère-Mondragon.","Jul 3, 2017 @ 13:24:16.000","{
  ""coordinates"": [
    4.771551499999999,
    44.947706499999995
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Arles","Jul 3, 2017 @ 13:22:45.000","{
  ""coordinates"": [
    4.62,
    43.760000000000005
  ],
  ""type"": ""Point""
}"
"-","Jun 30, 2017 @ 16:09:34.000","{
  ""coordinates"": [
    -4.16401,
    48.2339765
  ],
  ""type"": ""Point""
}"
"-","Jun 30, 2017 @ 16:08:52.000","{
  ""coordinates"": [
    -4.16401,
    48.2339765
  ],
  ""type"": ""Point""
}"
"-","Jun 30, 2017 @ 16:08:18.000","{
  ""coordinates"": [
    -2.867255,
    47.7555615
  ],
  ""type"": ""Point""
}"
"Rhône, OHM VR, Cours du Rhône français","Jun 22, 2017 @ 15:05:43.000","{
  ""coordinates"": [
    5.1380485,
    44.731353999999996
  ],
  ""type"": ""Point""
}"
"﻿ORE Petits Fleuves Côtiers, Sélune","Jun 20, 2017 @ 22:45:15.000","{
  ""coordinates"": [
    -1.2055135,
    48.600195
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Plaine de Caderousse","Jun 9, 2017 @ 13:44:14.000","{
  ""coordinates"": [
    4.7491835,
    44.111239
  ],
  ""type"": ""Point""
}"
Normandie,"Jun 7, 2017 @ 15:26:50.000","{
  ""coordinates"": [
    -1.2345065000000002,
    48.776063
  ],
  ""type"": ""Point""
}"
"Morocco, Africa","Jun 7, 2017 @ 14:52:39.000","{
  ""coordinates"": [
    -6.3724825,
    32.321068
  ],
  ""type"": ""Point""
}"
"France, Normandie","Jun 7, 2017 @ 14:45:21.000","{
  ""coordinates"": [
    15.850000000000001,
    58.35
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.24950000000000006,
    49.1755
  ],
  ""type"": ""Point""
}"
France,"Jun 7, 2017 @ 14:40:43.000","{
  ""coordinates"": [
    6.8935775,
    44.758916
  ],
  ""type"": ""Point""
}"
"France, Aland Islands, OCCITANIE","Jun 7, 2017 @ 14:39:33.000","{
  ""coordinates"": [
    1.4236520000000001,
    42.8027785
  ],
  ""type"": ""Point""
}"
"-","Jun 7, 2017 @ 14:37:34.000","{
  ""coordinates"": [
    -2.114868,
    48.501000000000005
  ],
  ""type"": ""Point""
}"
Normandie,"Jun 7, 2017 @ 14:35:51.000","{
  ""coordinates"": [
    -1.2345065000000002,
    48.776063
  ],
  ""type"": ""Point""
}"
"-","May 19, 2017 @ 14:19:16.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"-","May 19, 2017 @ 13:40:01.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"Rhône, OHM VR, Arles","May 18, 2017 @ 10:48:04.000","{
  ""coordinates"": [
    4.62,
    43.760000000000005
  ],
  ""type"": ""Point""
}"
"-","May 15, 2017 @ 13:36:41.000","-"
France,"May 11, 2017 @ 14:58:24.000","{
  ""coordinates"": [
    -1.5089510000000002,
    48.5105245
  ],
  ""type"": ""Point""
}"
"-","May 11, 2017 @ 14:58:23.000","-"
"Pleine Fougères","May 11, 2017 @ 14:58:23.000","{
  ""coordinates"": [
    -1.5256224999999999,
    48.531735999999995
  ],
  ""type"": ""Point""
}"
"-","May 11, 2017 @ 14:58:22.000","-"
"-","May 11, 2017 @ 14:58:22.000","-"
"Tache urbaine de Rennes et communes agglomérées (Cesson-Sévigné, Chantepie, Rennes, Saint Grégoire, Saint Jacques de la Lande)","May 11, 2017 @ 14:58:22.000","{
  ""coordinates"": [
    -1.7505045,
    47.991306
  ],
  ""type"": ""Point""
}"
"France, Bretagne, ZAA","May 11, 2017 @ 14:56:11.000","{
  ""coordinates"": [
    -1.5857100000000002,
    48.392306500000004
  ],
  ""type"": ""Point""
}"
"-","May 11, 2017 @ 14:56:11.000","{
  ""coordinates"": [
    -1.5785,
    48.51405
  ],
  ""type"": ""Point""
}"
"-","May 11, 2017 @ 14:56:11.000","{
  ""coordinates"": [
    -1.55255,
    48.59675
  ],
  ""type"": ""Point""
}"
"Ille-et-Vilaine, France","May 11, 2017 @ 14:56:10.000","{
  ""coordinates"": [
    -1.6836550000000001,
    48.1723025
  ],
  ""type"": ""Point""
}"
"Ille-et-Vilaine","May 11, 2017 @ 14:56:10.000","{
  ""coordinates"": [
    -1.6530999999999998,
    48.344899999999996
  ],
  ""type"": ""Point""
}"
France,"May 11, 2017 @ 14:56:10.000","{
  ""coordinates"": [
    1.88597,
    46.227999999999994
  ],
  ""type"": ""Point""
}"
"-","May 11, 2017 @ 14:56:10.000","{
  ""coordinates"": [
    -1.62275,
    47.96055
  ],
  ""type"": ""Point""
}"
"-","May 11, 2017 @ 14:56:09.000","-"
haie,"May 11, 2017 @ 14:56:09.000","{
  ""coordinates"": [
    -1.59355,
    48.50555
  ],
  ""type"": ""Point""
}"
"France, Bretagne, 21 sites de Pleine-Fougères, ZAA","May 11, 2017 @ 14:56:09.000","{
  ""coordinates"": [
    -1.6186690000000001,
    48.425265499999995
  ],
  ""type"": ""Point""
}"
"Asia, India","May 10, 2017 @ 17:50:29.000","{
  ""coordinates"": [
    76.5878125,
    11.7704
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Réserve Naturelle de l'île de la Platière","May 3, 2017 @ 09:51:11.000","{
  ""coordinates"": [
    4.7797395,
    45.337165999999996
  ],
  ""type"": ""Point""
}"
"OHM VR, Rhône, Durance, Durance, Rhône et affluents","May 3, 2017 @ 09:36:37.000","{
  ""coordinates"": [
    4.984999999999999,
    44.07
  ],
  ""type"": ""Point""
}"
"OHM VR, OHM Littoral Méditerranéen, Marseille","Apr 28, 2017 @ 16:57:14.000","{
  ""coordinates"": [
    5.320301000000001,
    43.344848
  ],
  ""type"": ""Point""
}"
"RHONE-ALPES","Apr 19, 2017 @ 12:10:06.000","{
  ""coordinates"": [
    6.052643,
    45.5307615
  ],
  ""type"": ""Point""
}"
"France, Normandie, NORMANDIE","Mar 22, 2017 @ 17:13:19.000","{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}"
"France, Normandie, NORMANDIE","Mar 22, 2017 @ 16:59:09.000","{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}"
"France, Normandie, NORMANDIE","Mar 22, 2017 @ 16:55:44.000","{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}"
"France, Normandie, NORMANDIE","Mar 22, 2017 @ 16:41:07.000","{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}"
"France, Normandie, NORMANDIE","Mar 22, 2017 @ 16:30:54.000","{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}"
"France, Normandie, NORMANDIE","Mar 22, 2017 @ 16:11:49.000","{
  ""coordinates"": [
    -0.0219155,
    49.304414
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    -0.017821,
    49.3197365
  ],
  ""type"": ""Point""
}"
"Bac de Barcarin","Mar 13, 2017 @ 09:43:57.000","{
  ""coordinates"": [
    4.7461795,
    43.4176415
  ],
  ""type"": ""Point""
}"
World,"Feb 9, 2017 @ 10:12:31.000","{
  ""coordinates"": [
    0,
    0
  ],
  ""type"": ""Point""
}"
"Rhône, OHM VR, Arles.","Feb 6, 2017 @ 10:37:56.000","{
  ""coordinates"": [
    4.62,
    43.760000000000005
  ],
  ""type"": ""Point""
}"
Maroc,"Jan 9, 2017 @ 09:44:06.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
Maroc,"Dec 20, 2016 @ 16:48:58.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
"-","Dec 20, 2016 @ 16:03:35.000","-"
"Lac du Bourget, Lacs_Peri_Alpins, Les grands lacs peri-alpins :
Lac Léman
Lac d'Annecy
Lac du Bourget","Dec 20, 2016 @ 11:41:59.000","{
  ""coordinates"": [
    6.3729645,
    46.103184
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    5.857150000000001,
    45.72495
  ],
  ""type"": ""Point""
}, {
  ""coordinates"": [
    6.66925,
    45.18295
  ],
  ""type"": ""Point""
}"
"Lac d'Annecy, Lacs_Peri_Alpins, Les grands lacs peri-alpins :
Lac Léman
Lac d'Annecy
Lac du Bourget","Dec 20, 2016 @ 11:21:59.000","{
  ""coordinates"": [
    6.3729645,
    46.103184
  ],
  ""type"": ""Point""
}"
Maroc,"Dec 16, 2016 @ 16:38:46.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}"
