,Identifiant,Groupe,IN,Mention,Groupe_et_Mention
1708,7ba2492b-8777-4c3e-a405-d89e4bb1dd67,zabr,True,Aucune mention,zabr
1709,7bdce0c3-ae07-4423-8eb3-5afef55efc75,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1710,7becb280-c595-4c26-be87-78ef195c3a4f,OHM Littoral méditerranéen,True,Aucune mention,OHM Littoral méditerranéen
1711,7c10cada-f5d1-4bd1-989e-1358f6bc9ba5,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1712,7c1858a9-e5dc-4da7-ba0d-e96662e333e2,zabr,True,Aucune mention,zabr
1713,7c1a3ee4-85fd-479f-bfd9-21791779120f,zaar,True,ZAAr,zaar
1714,7c28f918-d37a-4e2d-ab2d-5d11b234c94c,zas,True,Aucune mention,zas
1715,7c6077f6-2387-48f8-adbf-07213193ae06,zas,True,Aucune mention,zas
1716,7c6b087e-57ad-4662-88dd-dba46bc02420,zabr,True,Aucune mention,zabr
1717,7c6f9d47-150b-4638-a62e-551dbdcd559b,zaar,True,ZAAr,zaar
1718,7c710623-cbb7-4db5-a10e-62444d3b5910,Aucun groupe,True,Aucune mention,pas d'infos
1719,7c73052d-380f-4eed-8429-236e3a5e0100,zabr,True,Aucune mention,zabr
1720,7c81b4fe-d2e3-4b02-8fc4-1248ec7223c2,Aucun groupe,True,Aucune mention,pas d'infos
1721,7c8a60c4-8ab4-49e5-a362-a7bbf30b5c69,Aucun groupe,True,ZAAr,ZAAr
1722,7c94c320-4c47-41d1-b970-38409154ec33,Aucun groupe,True,Aucune mention,pas d'infos
1723,7cce0e7b-3bc5-419e-bb0f-52cc5659836d,zaar,True,ZAAr,zaar
1724,7cd03651-22f8-4844-972c-8577f750a910,Aucun groupe,True,Aucune mention,pas d'infos
1725,7cf0ce8e-ccbb-4fe8-9682-d289665a49fc,zabr,True,Aucune mention,zabr
1726,7d02932e-9ecb-4143-9c2b-71390af27ea4,zaar,True,ZAAr,zaar
1727,7d0df4d7-feba-49cc-a068-0ea33fccc98a,Aucun groupe,True,Aucune mention,pas d'infos
1728,7d104cca-7957-4dc2-ac21-4a956f3ed769,zal,True,Aucune mention,zal
1729,7d3c5088-b286-44fb-9f24-231b7bf1b262,zaar,True,ZAAr,zaar
1730,7d554d14-59b9-4a76-8a39-1b6aaa7b4f8f,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1731,7d71b52b-a58a-422c-80ca-d8f34157dee6,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1732,7d9ad2e5-afcc-4f53-9b62-ac48e67069fb,Aucun groupe,True,ZABRI,ZABRI
1733,7da74fea-320c-4389-885d-22d09426b3ac,Aucun groupe,True,Aucune mention,pas d'infos
1734,7dc670a5-e151-49fa-a1b7-7e8cc9e7bf73,Aucun groupe,True,Aucune mention,pas d'infos
1735,7dd32711-fac3-4265-bc7b-8c528897d92c,zabr,True,Aucune mention,zabr
1736,7e5bb485-17c1-4398-ac6b-6c297658cbc3,Aucun groupe,True,ZABRI,ZABRI
1737,7e65d71b-6c98-4633-a1ee-d8d2f1de734a,Aucun groupe,True,Aucune mention,pas d'infos
1738,7e67efc6-e262-40eb-b9bf-5de558380067,zaar,True,ZAAr,zaar
1739,7e68f9a5-b494-4a82-bea6-1880ff624b83,Aucun groupe,True,Aucune mention,pas d'infos
1740,7e7b0ef8-096a-45e0-ad72-f74b4a51812f,zabr,True,Aucune mention,zabr
1741,7e7c7a17-1dbd-4546-bd68-690edfbabba7,zabr,True,Aucune mention,zabr
1742,7e8463d2-1643-4522-a571-9832c4795c90,Aucun groupe,True,Aucune mention,pas d'infos
1743,7ed38efa-0b20-4d89-8fdd-8a865293eb53,zaar,True,ZAAr,zaar
1744,7f19da31-296a-42b3-b8ab-ef24253489fb,OHM Littoral méditerranéen,True,Aucune mention,OHM Littoral méditerranéen
1745,7f3a54ff-f7c7-4f0f-b280-3c5e4e6eb597,OHM Littoral méditerranéen,True,Aucune mention,OHM Littoral méditerranéen
1746,7f3df213-14e7-4bf6-a7c2-a37a81b74c5c,Aucun groupe,True,Aucune mention,pas d'infos
1747,7f3ed6e8-e722-4b36-967a-59097c3ca60e,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1748,7f5c517e-9906-4dbd-bcfe-15bdb5a29932,Aucun groupe,True,Aucune mention,pas d'infos
1749,7f692769-9d71-4b24-92dd-85a3f955dcec,Aucun groupe,True,ZABRI,ZABRI
1750,7f84e6a5-f55d-4c70-b83d-1bef936245ef,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1751,7fc5d7a2-ce33-4d84-ae54-b2bbd83e533b,OHM Pyrénées - haut Vicdessos,True,Aucune mention,OHM Pyrénées - haut Vicdessos
1752,7ff0fe0f-220d-46c0-bc93-85a25e772264,zabr,True,Aucune mention,zabr
1753,7ffa957a-b6bc-4e2b-b316-2ebf7c1694dd,zabr,True,Aucune mention,zabr
1754,800c8794-3eca-4025-9d6d-559046644ed4,OHM Pyrénées - haut Vicdessos,True,Aucune mention,OHM Pyrénées - haut Vicdessos
1755,8010b269-c40c-44c7-a974-4e8743215657,Aucun groupe,True,Aucune mention,pas d'infos
1756,8031c8dc-cef2-4d3d-9766-6519959db6e0,Aucun groupe,True,Aucune mention,pas d'infos
1757,8051d725-b896-4f6e-aa1c-cd6731affd2d,zaar,True,ZAAr,zaar
1758,80531688-1863-49e8-bffc-21131fdeb318,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1759,806254bf-6180-49e7-9325-4d35f931b6dd,zas,True,Aucune mention,zas
1760,80630e0f-cfe1-405b-9208-ace0512f0508,Aucun groupe,True,Aucune mention,pas d'infos
1761,80718b65-cfbd-4489-b24e-6f8d44a715f8,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1762,8079c1ff-c431-41ea-b666-4c2f6bb7c64f,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1763,807a43e6-4e21-4681-90f9-67058dd6dda7,Aucun groupe,True,Aucune mention,pas d'infos
1764,8096f3ed-b536-4767-8e52-55d93efd6235,Aucun groupe,True,Aucune mention,pas d'infos
1765,80afc355-2dc5-41bb-af51-3753cdfe4772,InDoRES,True,Aucune mention,InDoRES
1766,80bae28b-95e7-483f-953e-a44cbf491d26,Aucun groupe,True,Aucune mention,pas d'infos
1767,80c503cc-9d76-489a-8aa7-81dd75dc57c5,OHM Vallée du Rhône,True,Aucune mention,OHM Vallée du Rhône
1768,80ce654b-46ec-4450-87e2-1c097b89f3b0,zas,True,Aucune mention,zas
1769,80d907f0-0c09-424e-9333-a2b4e1eb251f,InDoRES,True,Aucune mention,InDoRES
1770,810740c6-7a95-459a-9c43-73259d9fcd6a,Aucun groupe,True,Aucune mention,pas d'infos
1771,812403c3-0dad-465c-ab64-eaa906f54204,zabr,True,Aucune mention,zabr
1772,815c14ec-7694-47f3-8988-866924a2bca7,Aucun groupe,True,Aucune mention,pas d'infos
1773,81605092-c90a-491f-a5bd-20418cd7274b,OHM Littoral méditerranéen,True,Aucune mention,OHM Littoral méditerranéen
1774,8165eb18-a2fd-488a-82ed-2198d68ff005,zaar,True,ZAAr,zaar
1775,81a4974e-7c40-4068-8927-542f987cf31c,zaar,True,ZAAr,zaar
1776,81a63a2d-c274-4964-959e-746776cfb3ac,OHM Pyrénées - haut Vicdessos,True,Aucune mention,OHM Pyrénées - haut Vicdessos
1777,81a9c38e-f35e-4b43-bccf-368c65ff9c46,zabr,True,Aucune mention,zabr
1778,81d567de-0b18-45c3-9cb0-287d78b60309,zaar,True,ZAAr,zaar
1779,81de3d8f-4f79-4c33-b185-8f123f7c3166,zal,True,Aucune mention,zal
1780,81de9c74-704f-409a-9bf2-00b070185920,Aucun groupe,True,Aucune mention,pas d'infos
1781,81f19122-7cf3-471e-8273-0caa2ebf9c6b,Aucun groupe,True,Aucune mention,pas d'infos
1782,82527ef6-cf7b-4b29-9904-76a0e026ecac,zabr,True,Aucune mention,zabr
1783,825c3c09-795e-48da-8ef5-0bd10255721b,Aucun groupe,True,Aucune mention,pas d'infos
1784,826dce44-b14a-42f5-bbbb-71ac0f5382b4,zaar,True,ZAAr,zaar
1785,8270f713-888b-4291-bced-b10a7f1b6a35,Aucun groupe,True,ZAAr,ZAAr
1786,827a6dde-c69c-4c84-961f-f7cfb75d06e9,Aucun groupe,True,Aucune mention,pas d'infos
1787,829a71ed-95d8-409c-adfc-1ef56371f177,Aucun groupe,True,Aucune mention,pas d'infos
1788,82abb5f4-0ddc-4406-90ec-57b3fb36daf2,Aucun groupe,True,Aucune mention,pas d'infos
1789,82b321b9-5cb4-4330-b6af-4e163a1ed83c,zaar,True,ZAAr,zaar
1790,82b6d4b9-bf0e-4de5-ab90-933a985d50ee,OHMi Estarreja,True,Aucune mention,OHMi Estarreja
1791,82c181f6-599b-4e89-ac04-5cce243e430c,InDoRES,True,Aucune mention,InDoRES
1792,82c748ca-d656-46ac-b883-d353e75a54c7,zabr,True,Aucune mention,zabr
1793,82e06866-948e-43b0-99eb-dad8bc93b302,zabr,True,Aucune mention,zabr
1794,82f497cb-9f0e-4ca3-be20-0e823bcb3455,Aucun groupe,True,Aucune mention,pas d'infos
1795,830faee7-2b7d-42f9-ad7a-5f16b19dac6b,Aucun groupe,True,ZAAr,ZAAr
1796,83102711-65f8-4bdd-b608-438e89e90b8c,zal,True,Aucune mention,zal
1797,831ff62c-e913-4f2b-b92b-8e95bdd602d4,Aucun groupe,True,Aucune mention,pas d'infos
1798,83479f2d-e2b7-42da-b6af-2a6461601e09,Aucun groupe,True,Aucune mention,pas d'infos
1799,8382f3e8-12e2-41f4-8e5b-95998288a8c6,InDoRES,True,Aucune mention,InDoRES
1800,8385f585-acbc-4370-983d-a2ea7c936078,InDoRES,True,Aucune mention,InDoRES
1801,838881c4-9298-491a-aca5-0dfa059dfa03,Aucun groupe,True,Aucune mention,pas d'infos
1802,83a7c379-d16c-4cfb-b213-2f00265cb5fa,OHM Bassin Minier de Provence,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1803,83bf7877-e3fe-4dc9-8e32-61e26f9268ee,Aucun groupe,True,Aucune mention,pas d'infos
1804,83cc1362-22a2-4d27-b270-35b49515cecf,zaar,True,ZAAr,zaar
1805,83ce86db-7caf-4a1c-8898-3a749ac2bbaf,Aucun groupe,True,Aucune mention,pas d'infos
1806,83d7b4e8-3d9a-42fe-bfe6-3116d7ddf912,Aucun groupe,True,ZABRI,ZABRI
1807,83e18c0a-98d3-4673-936c-3be977b508f8,Aucun groupe,True,Aucune mention,pas d'infos
1808,83ed6038-6003-4664-ad8b-4148b52e8a2d,zabr,True,Aucune mention,zabr
1809,83fc164e-bc04-4ebc-8374-8b4b85944317,zabr,True,Aucune mention,zabr
1810,83ff3d36-6dbf-4cc4-9e68-ac673dc402cb,Aucun groupe,True,Aucune mention,pas d'infos
1811,841eefb8-c3d6-430e-9c2f-fe1f0f4ff430,OHM Vallée du Rhône,True,Aucune mention,OHM Vallée du Rhône
1812,84227c50-ceeb-48fb-9de1-e73db29107e3,zabr,True,Aucune mention,zabr
1813,8425dbe1-5e4a-409f-a504-e1c891938680,Aucun groupe,True,Aucune mention,pas d'infos
1814,842da242-d6e6-447a-b1f7-701bcb8fd30e,Aucun groupe,True,Aucune mention,pas d'infos
1815,84537d1e-43d4-46fc-8922-af2d021bf879,zabr,True,Aucune mention,zabr
1816,846099e3-cb2a-48d0-bf35-9bb709154fc5,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1817,847b2dbe-957c-4e5c-9024-e9683678299e,Aucun groupe,True,Aucune mention,pas d'infos
1818,84863dc7-fb16-4770-a91c-301fd11aeed8,zabr,True,Aucune mention,zabr
1819,849dc895-1594-4c38-b376-ffdae7dbe5ba,zabr,True,Aucune mention,zabr
1820,84b67586-2e7d-4a2a-9dbc-4f9bcfe5f676,Aucun groupe,True,Aucune mention,pas d'infos
1821,84c9e2e1-2734-4b8c-8e0f-a62210275e1b,zaar,True,ZAAr,zaar
1822,84d754c6-a5c6-40b0-b772-05c4bc046910,Aucun groupe,True,Aucune mention,pas d'infos
1823,84dba7b9-841f-4273-9ac4-49441ad49c2c,zabr,True,Aucune mention,zabr
1824,84e7a32a-0ddd-47e8-a382-d65a7c90d5a4,zaa,True,Aucune mention,zaa
1825,851234ad-295d-4de3-bde9-17d01c79e2bd,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1826,851f1e24-be2e-48ef-b1cb-2a95b6307874,Aucun groupe,True,Aucune mention,pas d'infos
1827,8521cf91-18e4-43ca-a9c6-010781ed46e0,zaar,True,ZAAr,zaar
1828,852b0977-adcb-4719-8bfa-364cbb59b3bc,zaa,True,Aucune mention,zaa
1829,856f87ee-6ddd-465b-acc1-006e8d485877,Aucun groupe,True,Aucune mention,pas d'infos
1830,85701a02-277b-4b73-9d8b-69f7d83bf515,zaar,True,ZAAr,zaar
1831,85731bfe-0c7e-461f-87d4-e372a35a1355,Aucun groupe,True,Aucune mention,pas d'infos
1832,85795ee5-13e1-4c4d-b02b-aa98e1b4d5dd,Aucun groupe,True,ZABRI,ZABRI
1833,8596083b-d589-4bd9-aa68-797e7d05f2ca,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1834,85a00bc2-a367-47f5-99ff-87384f3d54a8,Aucun groupe,True,Aucune mention,pas d'infos
1835,85a747a5-efdb-4e4b-8afc-40fcb2e8a7b5,zas,True,Aucune mention,zas
1836,85b1e1bc-ae8a-4014-8d09-16148dacf0f7,zaar,True,ZAAr,zaar
1837,85c0394f-3385-4805-b78f-038d14e733a2,zas,True,Aucune mention,zas
1838,85c5d9d5-1a63-4907-9f6b-2149cca82255,Aucun groupe,True,ZABRI,ZABRI
1839,85e0d6da-ae31-4948-b8b2-f9baae558ee1,zaar,True,Zone Atelier Armorique,zaar
1840,85f171c0-d8d7-4959-a106-388a06b7ff1b,Aucun groupe,True,Aucune mention,pas d'infos
1841,85f921f5-822f-4011-a329-09d2179256a9,zaar,True,ZAAr,zaar
1842,85fce63f-335a-4362-a4ae-cca186396c05,OHM Pyrénées - haut Vicdessos,True,Aucune mention,OHM Pyrénées - haut Vicdessos
1843,8604502f-4d7b-4a4e-be3b-5f2f5f18e1f2,zabr,True,Aucune mention,zabr
1844,8607de0e-7db9-4ce2-92cc-3cf3dd96aa01,InDoRES,True,Aucune mention,InDoRES
1845,860a8386-f07d-498b-a463-a8b541e21c90,Aucun groupe,True,OHM Littoral Caraïbe,OHM Littoral Caraïbe
1846,860e2a47-d490-4b63-bb5d-675a2cdca07a,OHM Bassin Minier de Provence,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1847,86153602-372e-49b9-b22f-a90dd9f2fe36,Aucun groupe,True,Aucune mention,pas d'infos
1848,86168371-d1f9-4620-840e-20e49196dc0f,zaar,True,ZAAr,zaar
1849,865432e7-eb25-44f0-8039-7b93bc394d50,zabr,True,Aucune mention,zabr
1850,8667d7a6-bb63-4681-a86a-8fcc941ac748,InDoRES,True,Aucune mention,InDoRES
1851,867b8643-4c2d-4101-b4b6-3e1746f8206a,Aucun groupe,True,Aucune mention,pas d'infos
1852,867d37cf-66ea-4f8d-b9b1-07eee92951f9,zabr,True,Aucune mention,zabr
1853,868cce9d-b3fb-43a5-80c9-4e0480919812,zabr,True,Aucune mention,zabr
1854,868f09e3-29a9-4505-b7ba-8249d7faf576,zaar,True,ZAAr,zaar
1855,86a0b42f-bc67-4873-bebb-14c2e43f5e1c,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1856,86bdf0d3-902f-4d92-b991-ddb7a55c7d1d,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1857,86d7d525-c455-4bed-aaf8-01e2e46d3ede,Aucun groupe,True,Aucune mention,pas d'infos
1858,86e55874-920e-47ee-9f8b-06b1dd080b62,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1859,86f511b5-3eeb-48ee-bb9a-3f1e37d67eab,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1860,870903a7-3b9c-4d1a-9f09-073e092b8875,zaar,True,ZAAr,zaar
1861,8727086f-9868-4221-be22-0552a4ae2289,zabr,True,Aucune mention,zabr
1862,87335581-270b-4724-aeb5-72b73b85b510,Aucun groupe,True,Aucune mention,pas d'infos
1863,87738fa6-b7d3-4213-9118-b0ecfbf0151b,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1864,8774c06b-7b8c-409e-839d-0ce49470f939,InDoRES,True,Aucune mention,InDoRES
1865,87a72a53-32ab-4b2d-9957-0ad9348212e2,InDoRES,True,Aucune mention,InDoRES
1866,87aa6c06-8b8f-4972-9ca7-6d6a19e9744a,Aucun groupe,True,ZABRI,ZABRI
1867,87b1446e-fefe-473b-a877-4dcc426e653e,Aucun groupe,True,Aucune mention,pas d'infos
1868,87c6657c-f11f-4644-b589-93c7c7832182,zaar,True,ZAAr,zaar
1869,87ca4c80-2122-4926-9706-97a831405d61,zaar,True,ZAAr,zaar
1870,87ce8891-088c-4afb-851e-6e6776352794,Aucun groupe,True,Aucune mention,pas d'infos
1871,87d0ab9e-d485-43ab-9e0d-d77795235bcd,Aucun groupe,True,Aucune mention,pas d'infos
1872,87d6d675-6d17-400e-aacd-dcbb540fb0be,OHM Littoral méditerranéen,True,Aucune mention,OHM Littoral méditerranéen
1873,87f4743d-a999-43f9-9b1f-d13c213f5893,Aucun groupe,True,OHM Littoral Caraïbe,OHM Littoral Caraïbe
1874,87f6900d-267c-4faa-83f5-315f5c8993db,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1875,87fdc26a-0cf5-48d7-abbf-fd83c41fea2f,Aucun groupe,True,Aucune mention,pas d'infos
1876,880026ba-8117-40dd-b81f-374d753d725c,Aucun groupe,True,Aucune mention,pas d'infos
1877,880c93f2-a8ce-4377-8d7f-4bd2e44f0223,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1878,8810aa91-d346-46bf-9301-563dc29117cd,zaa,True,Aucune mention,zaa
1879,881256ef-502f-4c65-b699-d9c3949b4a44,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1880,88432be0-4a1f-439a-a2e5-107313508eee,Aucun groupe,True,Aucune mention,pas d'infos
1881,884b1fec-b54e-4ad8-b20c-598e35c4d4c0,zaar,True,ZAAr,zaar
1882,885477dc-dd50-4bc1-a8df-85f20006f7c0,zabr,True,Aucune mention,zabr
1883,8883b32b-5d6e-4bfa-b22f-0abb6d62e044,OHMi Estarreja,True,Aucune mention,OHMi Estarreja
1884,888d26b4-42b1-4d38-afa7-ecad7882548e,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1885,889729be-e44f-4895-be37-f193a95388d3,Aucun groupe,True,Aucune mention,pas d'infos
1886,88bb9361-9207-47bc-b42a-60b5ffb0dfcb,Aucun groupe,True,Aucune mention,pas d'infos
1887,88bd47a0-ed0b-4208-9f27-038bc018e2c9,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1888,88d83409-a36a-4fdd-ba45-7b6dbbd70d09,zas,True,Aucune mention,zas
1889,88dc4c97-b53f-4aa2-88e5-f71a8a7214f9,zaar,True,ZAAr,zaar
1890,88e675aa-0ff8-4f77-8d4c-df9035d504d0,zabr,True,Aucune mention,zabr
1891,88e8f0bb-24e5-49b1-91c3-bd3f60bd08d8,Aucun groupe,True,Aucune mention,pas d'infos
1892,8902e748-4c90-44d5-adec-11f4a39fec09,OHM Pyrénées - haut Vicdessos,True,Aucune mention,OHM Pyrénées - haut Vicdessos
1893,890de069-9a62-454a-8786-3dd1fc1e8de9,InDoRES,True,Aucune mention,InDoRES
1894,890e74d5-b9b8-4575-b025-091531b0bfe3,zabr,True,Aucune mention,zabr
1895,8931ec9d-ba7e-416d-bd6c-0f661272daab,zal,True,Aucune mention,zal
1896,8945c4b9-6d05-45bf-8b09-887aecb017d0,zabr,True,Aucune mention,zabr
1897,8955602f-4e7f-4720-a0f4-ce24ab940f46,zabr,True,Aucune mention,zabr
1898,8957926a-e108-4fb3-8206-d26a35153a7e,Aucun groupe,True,Aucune mention,pas d'infos
1899,8965a897-538d-4bd7-939f-18d23a72c3e2,Aucun groupe,True,ZABRI,ZABRI
1900,896a4591-c993-4664-8658-98872f639693,Aucun groupe,True,ZABRI,ZABRI
1901,899a1c3d-4957-4702-854e-0c546a07dd82,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1902,89a5dc04-ec1a-4b84-98d2-c0095f0a82b4,OHM Pyrénées - haut Vicdessos,True,Aucune mention,OHM Pyrénées - haut Vicdessos
1903,89bd43fb-9c2b-4c56-8110-f9781776eb1f,Aucun groupe,True,Aucune mention,pas d'infos
1904,89c255e8-2a7c-47d6-9f87-bbb880804043,zabr,True,Aucune mention,zabr
1905,89d1a51c-4f57-477e-b586-cc2aa066e0d3,zaar,True,ZAAr,zaar
1906,89dc9b14-0596-40cd-8aaf-8064e18ae66f,zaar,True,ZAAr,zaar
1907,8a196d1b-60f2-434b-bbc2-ddac468fa684,Aucun groupe,True,Aucune mention,pas d'infos
1908,8a2c4b11-db06-47e6-ba50-321eb3dd63ac,zaar,True,ZAAr,zaar
1909,8a37349a-2b4c-4e90-99e1-06552785b7a5,zabr,True,Aucune mention,zabr
1910,8a7c3af2-7d75-4abf-a5e0-fe8ca756c8d5,zabr,True,Aucune mention,zabr
1911,8a810820-405c-451a-8ab8-f5b75743f412,InDoRES,True,Aucune mention,InDoRES
1912,8aa264b2-6c21-449a-b1d5-b3c4211853cf,zaar,True,ZAAr,zaar
1913,8aba5cc6-da1e-41e3-859c-8f2b592f8bc1,zabr,True,Aucune mention,zabr
1914,8ac4f1b5-1ae6-4884-982e-e351ad00084d,zaar,True,ZAAr,zaar
1915,8acb2303-f465-48c5-9402-7967412c49d7,zabr,True,Aucune mention,zabr
1916,8ae5b714-7dea-4fea-bc73-377851d1bbe6,Aucun groupe,True,ZABRI,ZABRI
1917,8af08c49-59b6-48b4-91a1-0b8376f1befc,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1918,8b1a0b08-ad24-4df5-b46c-afeb9a665582,Aucun groupe,True,ZABRI,ZABRI
1919,8b1ae1ad-604d-46a6-a56b-18b209da197e,zas,True,Aucune mention,zas
1920,8b299d40-7695-4c5c-91c2-012fbdbde876,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1921,8b324425-d97c-456a-a167-d865a593560b,Aucun groupe,True,Aucune mention,pas d'infos
1922,8b3b7676-4749-48e6-8290-6a0adf1c9b1e,OHMi Téssékéré,True,Aucune mention,OHMi Téssékéré
1923,8b55db96-6d7b-4e90-9891-5d4c5c813e5e,Aucun groupe,True,Aucune mention,pas d'infos
1924,8b5ae543-a3e1-4db4-b685-74f30f228992,zabr,True,Aucune mention,zabr
1925,8b6a8ed2-a669-415f-9483-56302686a4d1,Aucun groupe,True,Aucune mention,pas d'infos
1926,8b6e5dac-60a1-425f-a357-920909cfa973,zabr,True,Aucune mention,zabr
1927,8b7b6b62-e32f-480e-9f15-8b8e3d6e3b89,Aucun groupe,True,Aucune mention,pas d'infos
1928,8b82ed7a-abe2-43d2-9fc3-684cb36c9c05,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1929,8b97dc47-51e2-4812-a3f3-f9bc5e422ec6,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1930,8bb489a2-2f21-4afa-9be0-0ab4493b10c9,Aucun groupe,True,ZAAr,ZAAr
1931,8bbc453a-999f-45c1-b14d-7a382812324d,zaar,True,ZAAr,zaar
1932,8bedd837-fbe5-4254-bd03-692601361a36,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1933,8bfd35fb-4438-4c57-8af6-79366bebe197,Aucun groupe,True,Aucune mention,pas d'infos
1934,8c48a04a-7dc9-466d-be5f-25dfa6657f3f,zabr,True,Aucune mention,zabr
1935,8c4fdc31-d055-495e-ac71-d4e5bdbf1f84,zabr,True,Aucune mention,zabr
1936,8c58136d-cc0b-4f39-bd27-9b67761ee4e1,Aucun groupe,True,Aucune mention,pas d'infos
1937,8c5e9424-b182-417d-8a3d-0257f6f2fd60,OHM Littoral méditerranéen,True,Aucune mention,OHM Littoral méditerranéen
1938,8c69fe54-5d8c-430b-b3b8-faf00e1ff103,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1939,8c6b4c85-a0ed-4a26-b977-0f45c48af070,InDoRES,True,Aucune mention,InDoRES
1940,8c84cac6-ac8f-481e-9e03-9875893ee043,Aucun groupe,True,Aucune mention,pas d'infos
1941,8c8aa4e8-b204-4914-91c5-34a478e67c4d,zaar,True,ZAAr,zaar
1942,8c8bcf2e-b3e5-4c45-a836-c357cefa3a53,zaar,True,ZAAr,zaar
1943,8cb35e66-299c-4fda-b3e6-64d3d7cc9e64,Aucun groupe,True,Aucune mention,pas d'infos
1944,8cb9f307-bed7-464a-8964-efaf236bac39,zabr,True,Aucune mention,zabr
1945,8cd1b769-5199-442e-8db7-61e1bbca6c29,Aucun groupe,True,Aucune mention,pas d'infos
1946,8cdabf56-f44f-4daf-a55f-8964d5a24417,Aucun groupe,True,Aucune mention,pas d'infos
1947,8d00d1bf-0b2e-411d-9295-f60bf3336b0a,zabr,True,Aucune mention,zabr
1948,8d01f667-f147-4213-b9e2-d7b1da0ab2a7,OHM Bassin Minier de Provence,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1949,8d28365c-7727-41a1-965b-b7d84a8ff12b,zal,True,Aucune mention,zal
1950,8d2ed1f6-409f-4be3-8e2d-492dd4b6c514,Aucun groupe,True,Aucune mention,pas d'infos
1951,8d350297-243b-456d-86d2-b49e22c0e285,zas,True,Aucune mention,zas
1952,8d3621bb-f215-4a3a-ac05-4f4ec109f92e,Aucun groupe,True,ZAAr,ZAAr
1953,8d561836-9470-4516-8602-248a05b72748,zabr,True,Aucune mention,zabr
1954,8d5c07ec-1720-4c23-aa3b-ef2982c6924d,OHM Vallée du Rhône,True,Aucune mention,OHM Vallée du Rhône
1955,8d5cd68e-665c-486e-ae0d-30eb4c109efb,zabr,True,Jura,zabr
1956,8d5fb6e3-13a2-46a2-9446-5dc6f0467e1a,zabr,True,Aucune mention,zabr
1957,8d5feb39-0556-4a11-98d8-bdfd69d8be58,Aucun groupe,True,ZAAr,ZAAr
1958,8d72cbb4-e8b3-4419-9c7a-f3b61ac91ed2,zaar,True,ZAAr,zaar
1959,8d7e06dc-519c-45ed-81da-095978fbbc83,Aucun groupe,True,Aucune mention,pas d'infos
1960,8d8317a1-b92c-415e-a6bb-04746126ee07,Aucun groupe,True,ZABRI,ZABRI
1961,8d981b08-23d0-42ca-b317-496b1881f432,OHM Bassin Minier de Provence,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1962,8d98c351-86cd-47e8-9001-feea9d73f02d,OHM Bassin Minier de Provence,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1963,8d9f30a9-67b1-4c47-9a0b-a0ccb3d091f4,zaar,True,ZAAr,zaar
1964,8dbdb4d7-161a-45e3-b3c3-51e6058f6e8a,InDoRES,True,Aucune mention,InDoRES
1965,8dc9284c-471c-47a1-a181-99f1635165cb,DRIIHM,True,OHM Littoral Caraïbe,DRIIHM
1966,8dd5e077-b009-4d81-8d6d-41306e9fbd79,Aucun groupe,True,OHM Bassin Minier de Provence,OHM Bassin Minier de Provence
1967,8ddd0828-7b2d-4f86-b63c-a004feb526f1,zaar,True,ZAAr,zaar
1968,8de93a9a-347f-4e53-a236-0a75d950bf9e,Aucun groupe,True,Aucune mention,pas d'infos
